Jersey,Name,Position,Age,Height,Weight,Years,College,Team,PositionGrp,Side,Playtime
29,Jaquiski Tartt,SS,24,73,221,2,Samford,San Francisco,Defensive Back,Defense,1-4 Yrs
86,Kyle Nelson,TE,29,74,240,5,New Mexico State,San Francisco,Tight End,Offense,5-8 Yrs
83,Je'Ron Hamm,TE,24,75,236,2,Louisiana Monroe,San Francisco,Tight End,Offense,1-4 Yrs
89,Vance McDonald,TE,26,76,267,4,Rice,San Francisco,Tight End,Offense,1-4 Yrs
48,Busta Anderson,TE,23,76,246,2,South Carolina,San Francisco,Tight End,Offense,1-4 Yrs
88,Garrett Celek,TE,28,77,252,5,Michigan State,San Francisco,Tight End,Offense,5-8 Yrs
84,Blake Bell,TE,24,78,252,2,Oklahoma,San Francisco,Tight End,Offense,1-4 Yrs
82,Torrey Smith,WR,27,72,205,6,Maryland,San Francisco,Wide Receiver,Offense,5-8 Yrs
11,Quinton Patton,WR,25,72,204,4,Louisiana Tech,San Francisco,Wide Receiver,Offense,1-4 Yrs
18,DeAndrew White,WR,24,72,192,2,Alabama,San Francisco,Wide Receiver,Offense,1-4 Yrs
16,Aaron Burbridge,WR,22,72,210,0,Michigan State,San Francisco,Wide Receiver,Offense,Rookie
10,Bruce Ellington,WR,24,69,197,3,South Carolina,San Francisco,Wide Receiver,Offense,1-4 Yrs
,Bryce Treggs,WR,22,71,181,0,California,San Francisco,Wide Receiver,Offense,Rookie
14,Jerome Simpson,WR,30,74,190,7,Coastal Carolina,San Francisco,Wide Receiver,Offense,5-8 Yrs
17,Dres Anderson,WR,24,74,190,2,Utah,San Francisco,Wide Receiver,Offense,1-4 Yrs
19,DiAndre Campbell,WR,24,74,206,1,Washington,San Francisco,Wide Receiver,Offense,1-4 Yrs
15,DeAndre Smelter,WR,24,74,227,1,Georgia Tech,San Francisco,Wide Receiver,Offense,1-4 Yrs
1,Eric Rogers,WR,25,75,210,0,Cal Lutheran,San Francisco,Wide Receiver,Offense,Rookie
,Devon Cajuste,WR,23,75,216,0,Stanford,San Francisco,Wide Receiver,Offense,Rookie
55,Joey Hunt,C,22,72,295,0,TCU,Seattle,Offensive Line,Offense,Rookie
65,Patrick Lewis,C,25,73,311,4,Texas A&M,Seattle,Offensive Line,Offense,1-4 Yrs
67,Kristjan Sokoli,C,24,77,302,2,Buffalo,Seattle,Offensive Line,Offense,1-4 Yrs
20,Jeremy Lane,CB,26,72,190,5,Northwestern State,Seattle,Defensive Back,Defense,5-8 Yrs
37,Trovon Reed,CB,25,72,190,1,Auburn,Seattle,Defensive Back,Defense,1-4 Yrs
21,Tye Smith,CB,23,72,195,2,Towson,Seattle,Defensive Back,Defense,1-4 Yrs
28,Marcus Burley,CB,26,71,185,4,Delaware,Seattle,Defensive Back,Defense,1-4 Yrs
,DeAndre Elliott,CB,23,73,188,0,Colorado State,Seattle,Defensive Back,Defense,Rookie
41,George Farmer,CB,23,73,215,1,USC,Seattle,Defensive Back,Defense,1-4 Yrs
19,Douglas McNeil III,CB,28,75,200,1,Bowie State Bulldogs,Seattle,Defensive Back,Defense,1-4 Yrs
25,Richard Sherman,CB,28,75,195,6,Stanford,Seattle,Defensive Back,Defense,5-8 Yrs
30,Stanley Jean-Baptiste,CB,26,75,218,2,Nebraska,Seattle,Defensive Back,Defense,1-4 Yrs
27,Tharold Simon,CB,25,75,202,4,LSU,Seattle,Defensive Back,Defense,1-4 Yrs
,Brandon Browner,CB,31,76,221,7,Oregon State,Seattle,Defensive Back,Defense,5-8 Yrs
,DeAngelo Tyson,DE,27,74,315,3,Georgia,Seattle,Front Seven,Defense,1-4 Yrs
,David Perkins,DE,23,74,225,0,Illinois State,Seattle,Front Seven,Defense,Rookie
91,Chris Clemons,DE,34,75,255,13,Georgia,Seattle,Front Seven,Defense,13+ Yrs
56,Cliff Avril,DE,30,75,260,9,Purdue,Seattle,Front Seven,Defense,9-12 Yrs
55,Frank Clark,DE,23,75,272,2,Michigan,Seattle,Front Seven,Defense,1-4 Yrs
72,Michael Bennett,DE,30,76,274,8,Texas A&M,Seattle,Front Seven,Defense,5-8 Yrs
44,Ryan Robinson,DE,25,76,255,3,Oklahoma State,Seattle,Front Seven,Defense,1-4 Yrs
91,Cassius Marsh,DE,24,76,254,3,UCLA,Seattle,Front Seven,Defense,1-4 Yrs
,Brandin Bryant,DL,22,74,260,0,Florida Atlantic,Seattle,Front Seven,Defense,Rookie
97,Jordan Hill,DT,25,73,303,4,Penn State,Seattle,Front Seven,Defense,1-4 Yrs
77,Ahtyba Rubin,DT,29,74,325,9,Iowa State,Seattle,Front Seven,Defense,9-12 Yrs
96,Sealver Siliga,DT,26,74,325,5,Utah,Seattle,Front Seven,Defense,5-8 Yrs
98,Justin Hamilton,DT,22,74,311,1,Louisiana Lafayette,Seattle,Front Seven,Defense,1-4 Yrs
90,Jarran Reed,DT,23,75,311,0,Alabama,Seattle,Front Seven,Defense,Rookie
99,Quinton Jefferson,DT,23,76,289,0,Maryland,Seattle,Front Seven,Defense,Rookie
,Taniela Tupou,FB,,74,282,0,Washington,Seattle,Tailback,Offense,Rookie
29,Earl Thomas,FS,27,70,202,7,Texas,Seattle,Defensive Back,Defense,5-8 Yrs
23,Steven Terrell,FS,25,70,197,4,Texas A&M,Seattle,Defensive Back,Defense,1-4 Yrs
75,Will Pericak,G,26,75,300,1,Colorado,Seattle,Offensive Line,Offense,1-4 Yrs
71,Rees Odhiambo,G,23,76,301,0,Boise State,Seattle,Offensive Line,Offense,Rookie
68,Justin Britt,G,25,78,325,3,Missouri,Seattle,Offensive Line,Offense,1-4 Yrs
54,Bobby Wagner,LB,26,72,241,5,Utah State,Seattle,Front Seven,Defense,5-8 Yrs
58,Kevin Pierre-Louis,LB,24,72,236,3,Boston College,Seattle,Front Seven,Defense,1-4 Yrs
,Kyle Coleman,LB,22,72,231,0,Arkansas-Pine Bluff,Seattle,Front Seven,Defense,Rookie
52,Brock Coyle,LB,25,73,243,3,Montana,Seattle,Front Seven,Defense,1-4 Yrs
,Steve Longa,LB,21,73,241,0,Rutgers,Seattle,Front Seven,Defense,Rookie
,Montese Overton,LB,24,74,223,0,East Carolina,Seattle,Front Seven,Defense,Rookie
57,Mike Morgan,LB,28,75,226,6,USC,Seattle,Front Seven,Defense,5-8 Yrs
47,Eric Pinkins,LB,24,75,230,3,San Diego State,Seattle,Front Seven,Defense,1-4 Yrs
,Pete Robertson,LB,23,75,225,0,Texas Tech,Seattle,Front Seven,Defense,Rookie
50,K.J. Wright,LB,26,76,246,6,Mississippi State,Seattle,Front Seven,Defense,5-8 Yrs
,Christian French,LB,23,77,245,0,Oregon,Seattle,Front Seven,Defense,Rookie
43,Drew Ferris,LS,,72,205,0,Florida,Seattle,Special Teams,Special Teams,Rookie
,Nolan Frese,LS,23,74,229,0,Houston,Seattle,Special Teams,Special Teams,Rookie
63,Mark Glowinski,OG,24,76,310,2,West Virginia,Seattle,Offensive Line,Offense,1-4 Yrs
53,Kona Schwenke,OT,24,76,285,2,Notre Dame,Seattle,Offensive Line,Offense,1-4 Yrs
79,Garry Gilliam,OT,25,77,306,3,Penn State,Seattle,Offensive Line,Offense,1-4 Yrs
69,Terry Poole,OT,24,77,323,1,San Diego State,Seattle,Offensive Line,Offense,1-4 Yrs
74,Germain Ifedi,OT,22,78,335,0,Texas A&M,Seattle,Offensive Line,Offense,Rookie
79,Bradley Sowell,OT,27,79,315,5,Ole Miss,Seattle,Offensive Line,Offense,5-8 Yrs
,J'Marcus Webb,OT,27,79,330,6,West Texas A&M,Seattle,Offensive Line,Offense,5-8 Yrs
9,Jon Ryan,P,34,72,217,11,University of Regina,Seattle,Special Teams,Special Teams,9-12 Yrs
4,Steven Hauschka,PK,31,76,210,9,NC State,Seattle,Special Teams,Special Teams,9-12 Yrs
3,Russell Wilson,QB,27,71,206,5,Wisconsin,Seattle,QB,Offense,5-8 Yrs
,Trevone Boykin,QB,22,71,211,0,TCU,Seattle,QB,Offense,Rookie
20,C.J. Prosise,RB,22,72,220,0,Notre Dame,Seattle,Tailback,Offense,Rookie
34,Thomas Rawls,RB,22,69,215,2,Central Michigan,Seattle,Tailback,Offense,1-4 Yrs
32,Christine Michael,RB,25,70,221,4,Texas A&M,Seattle,Tailback,Offense,1-4 Yrs
3,Alex Collins,RB,21,71,215,0,Arkansas,Seattle,Tailback,Offense,Rookie
24,Zac Brooks,RB,23,73,200,0,Clemson,Seattle,Tailback,Offense,Rookie
35,DeShawn Shead,S,28,74,220,5,Portland State,Seattle,Defensive Back,Defense,5-8 Yrs
33,Kelcie McCray,S,27,74,202,5,Arkansas State,Seattle,Defensive Back,Defense,5-8 Yrs
31,Kam Chancellor,S,28,75,232,7,Virginia Tech,Seattle,Defensive Back,Defense,5-8 Yrs
,Tyvis Powell,S,22,75,211,0,Ohio State,Seattle,Defensive Back,Defense,Rookie
,Tanner McEvoy,S,23,78,223,0,Wisconsin,Seattle,Defensive Back,Defense,Rookie
44,Brandon Cottom,TE,23,74,262,1,Purdue,Seattle,Tight End,Offense,1-4 Yrs
84,Cooper Helfet,TE,27,75,239,5,Duke,Seattle,Tight End,Offense,5-8 Yrs
,Brandon Williams,TE,28,76,255,4,Oregon,Seattle,Tight End,Offense,1-4 Yrs
82,Luke Willson,TE,26,77,252,4,Rice,Seattle,Tight End,Offense,1-4 Yrs
80,Ronnie Shields,TE,24,77,234,0,Kentucky,Seattle,Tight End,Offense,Rookie
81,Nick Vannett,TE,23,77,265,0,Ohio State,Seattle,Tight End,Offense,Rookie
,George Fant,TE,24,78,240,0,Western Kentucky,Seattle,Tight End,Offense,Rookie
88,Jimmy Graham,TE,29,79,265,7,Miami,Seattle,Tight End,Offense,5-8 Yrs
10,Paul Richardson,WR,24,72,183,3,Colorado,Seattle,Wide Receiver,Offense,1-4 Yrs
17,Kevin Smith,WR,24,72,218,2,Washington,Seattle,Wide Receiver,Offense,1-4 Yrs
89,Doug Baldwin,WR,27,70,189,6,Stanford,Seattle,Wide Receiver,Offense,5-8 Yrs
14,Antwan Goodley,WR,24,70,205,1,Baylor,Seattle,Wide Receiver,Offense,1-4 Yrs
14,Deshon Foxx,WR,23,70,173,1,Connecticut,Seattle,Wide Receiver,Offense,1-4 Yrs
16,Tyler Lockett,WR,23,70,182,2,Kansas State,Seattle,Wide Receiver,Offense,1-4 Yrs
15,Jermaine Kearse,WR,26,73,209,5,Washington,Seattle,Wide Receiver,Offense,5-8 Yrs
14,Tyler Slavin,WR,24,73,201,0,New Mexico Highlands,Seattle,Wide Receiver,Offense,Rookie
18,Kasen Williams,WR,24,73,219,1,Washington,Seattle,Wide Receiver,Offense,1-4 Yrs
4,Kenny Lawler,WR,22,75,195,0,California,Seattle,Wide Receiver,Offense,Rookie
62,Evan Smith,C,30,74,308,7,Idaho State,Tampa Bay,Offensive Line,Offense,5-8 Yrs
48,Andrew DePaola,C,28,74,230,3,Rutgers,Tampa Bay,Offensive Line,Offense,1-4 Yrs
68,Joe Hawley,C,27,75,302,7,UNLV,Tampa Bay,Offensive Line,Offense,5-8 Yrs
61,Josh Allen,C,24,75,315,1,Louisiana Monroe,Tampa Bay,Offensive Line,Offense,1-4 Yrs
72,Ben Gottschalk,C,24,77,293,1,SMU,Tampa Bay,Offensive Line,Offense,1-4 Yrs
21,Brent Grimes,CB,33,70,185,10,Shippensburg,Tampa Bay,Defensive Back,Defense,9-12 Yrs
21,Alterraun Verner,CB,27,70,187,7,UCLA,Tampa Bay,Defensive Back,Defense,5-8 Yrs
21,Josh Robinson,CB,25,70,199,5,UCF,Tampa Bay,Defensive Back,Defense,5-8 Yrs
32,Joel Ross,CB,24,70,190,1,Appalachian State,Tampa Bay,Defensive Back,Defense,1-4 Yrs
1,Vernon Hargreaves III,CB,21,70,204,0,Florida,Tampa Bay,Defensive Back,Defense,Rookie
38,Jude Adjei-Barimah,CB,24,71,200,2,Bowling Green,Tampa Bay,Defensive Back,Defense,1-4 Yrs
2,Ryan Smith,CB,22,71,189,0,North Carolina Central,Tampa Bay,Defensive Back,Defense,Rookie
27,Johnthan Banks,CB,26,74,185,4,Mississippi State,Tampa Bay,Defensive Back,Defense,1-4 Yrs
,Javien Elliott,DB,,71,176,0,Florida State,Tampa Bay,Defensive Back,Defense,Rookie
95,Howard Jones,DE,26,74,238,2,Shepherd,Tampa Bay,Front Seven,Defense,1-4 Yrs
56,Jacquies Smith,DE,26,74,260,3,Missouri,Tampa Bay,Front Seven,Defense,1-4 Yrs
,Robert Ayers,DE,30,75,275,8,Tennessee,Tampa Bay,Front Seven,Defense,5-8 Yrs
94,George Johnson,DE,28,76,265,5,Rutgers,Tampa Bay,Front Seven,Defense,5-8 Yrs
96,Cliff Matthews,DE,26,76,268,4,South Carolina,Tampa Bay,Front Seven,Defense,1-4 Yrs
92,William Gholston,DE,24,78,281,4,Michigan State,Tampa Bay,Front Seven,Defense,1-4 Yrs
97,Akeem Spence,DT,24,73,307,4,Illinois,Tampa Bay,Front Seven,Defense,1-4 Yrs
98,Clinton McDonald,DT,29,74,297,8,Memphis,Tampa Bay,Front Seven,Defense,5-8 Yrs
93,Gerald McCoy,DT,28,76,300,7,Oklahoma,Tampa Bay,Front Seven,Defense,5-8 Yrs
,Travis Britz,DT,22,76,293,0,Kansas State,Tampa Bay,Front Seven,Defense,Rookie
40,Dan Vitale,FB,21,73,240,0,Northwestern,Tampa Bay,Tailback,Offense,Rookie
,J.R. Sweezy,G,27,77,298,5,NC State,Tampa Bay,Offensive Line,Offense,5-8 Yrs
52,Jeremiah George,LB,24,71,234,3,Iowa State,Tampa Bay,Front Seven,Defense,1-4 Yrs
54,Lavonte David,LB,26,73,233,5,Nebraska,Tampa Bay,Front Seven,Defense,5-8 Yrs
53,Adarius Glanton,LB,25,73,230,2,Florida Atlantic,Tampa Bay,Front Seven,Defense,1-4 Yrs
23,Devante Bond,LB,23,73,235,0,Oklahoma,Tampa Bay,Front Seven,Defense,Rookie
58,Kwon Alexander,LB,21,73,227,2,LSU,Tampa Bay,Front Seven,Defense,1-4 Yrs
,Daryl Smith,LB,34,74,250,13,Georgia Tech,Tampa Bay,Front Seven,Defense,13+ Yrs
57,Josh Keyes,LB,23,74,223,2,Boston College,Tampa Bay,Front Seven,Defense,1-4 Yrs
50,Luke Rhodes,LB,23,74,242,0,William & Mary,Tampa Bay,Front Seven,Defense,Rookie
9,Noah Spence,LB,22,74,254,0,Eastern Kentucky,Tampa Bay,Front Seven,Defense,Rookie
59,Kourtnei Brown,LB,28,76,253,2,Clemson,Tampa Bay,Front Seven,Defense,1-4 Yrs
74,Ali Marpet,OG,23,76,307,2,Hobart,Tampa Bay,Offensive Line,Offense,1-4 Yrs
72,Garrett Gilkey,OL,26,78,315,4,Chadron State,Tampa Bay,Offensive Line,Offense,1-4 Yrs
64,Kevin Pamphile,OT,25,77,310,3,Purdue,Tampa Bay,Offensive Line,Offense,1-4 Yrs
74,Caleb Benenoch,OT,21,77,305,0,UCLA,Tampa Bay,Offensive Line,Offense,Rookie
76,Donovan Smith,OT,23,78,338,2,Penn State,Tampa Bay,Offensive Line,Offense,1-4 Yrs
78,Gosder Cherilus,OT,32,79,316,9,Boston College,Tampa Bay,Offensive Line,Offense,9-12 Yrs
69,Demar Dotson,OT,30,81,315,8,Southern Mississippi,Tampa Bay,Offensive Line,Offense,5-8 Yrs
5,Jacob Schum,P,27,71,211,2,Buffalo,Tampa Bay,Special Teams,Special Teams,1-4 Yrs
,Bryan Anger,P,27,75,205,5,California,Tampa Bay,Special Teams,Special Teams,5-8 Yrs
19,Roberto Aguayo,PK,22,72,207,0,Florida State,Tampa Bay,Special Teams,Special Teams,Rookie
,Dan LeFevour,QB,29,75,230,2,Central Michigan,Tampa Bay,QB,Offense,1-4 Yrs
3,Jameis Winston,QB,22,76,231,2,Florida State,Tampa Bay,QB,Offense,1-4 Yrs
4,Ryan Griffin,QB,26,77,210,3,Tulane,Tampa Bay,QB,Offense,1-4 Yrs
8,Mike Glennon,QB,26,78,225,4,NC State,Tampa Bay,QB,Offense,1-4 Yrs
34,Charles Sims,RB,25,72,211,3,West Virginia,Tampa Bay,Tailback,Offense,1-4 Yrs
36,Storm Johnson,RB,24,72,216,2,UCF,Tampa Bay,Tailback,Offense,1-4 Yrs
22,Doug Martin,RB,27,69,223,5,Boise State,Tampa Bay,Tailback,Offense,5-8 Yrs
25,Mike James,RB,25,70,223,3,Miami,Tampa Bay,Tailback,Offense,1-4 Yrs
37,Keith Tandy,S,27,70,205,5,West Virginia,Tampa Bay,Defensive Back,Defense,5-8 Yrs
31,Major Wright,S,28,71,204,7,Florida,Tampa Bay,Defensive Back,Defense,5-8 Yrs
33,Kimario McFadden,S,25,71,197,1,South Carolina State,Tampa Bay,Defensive Back,Defense,1-4 Yrs
23,Chris Conte,S,27,74,203,6,California,Tampa Bay,Defensive Back,Defense,5-8 Yrs
30,Bradley McDougald,SS,25,73,209,4,Kansas,Tampa Bay,Defensive Back,Defense,1-4 Yrs
82,Brandon Myers,TE,30,75,256,8,Iowa,Tampa Bay,Tight End,Offense,5-8 Yrs
84,Cameron Brate,TE,25,77,235,2,Harvard,Tampa Bay,Tight End,Offense,1-4 Yrs
87,Austin Seferian-Jenkins,TE,23,77,262,3,Washington,Tampa Bay,Tight End,Offense,1-4 Yrs
81,Tevin Westbrook,TE,23,77,257,1,Florida,Tampa Bay,Tight End,Offense,1-4 Yrs
88,Luke Stocker,TE,28,78,253,6,Tennessee,Tampa Bay,Tight End,Offense,5-8 Yrs
16,Freddie Martino,WR,24,72,195,1,North Greenville,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
17,Donteea Dye,WR,22,72,195,2,Heidelberg,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
89,Bernard Reedy,WR,24,69,175,1,Toledo,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
11,Adam Humphries,WR,23,71,195,2,Clemson,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
89,Russell Shepard,WR,25,73,195,4,LSU,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
80,Kenny Bell,WR,24,73,197,2,Nebraska,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
18,Louis Murphy,WR,29,74,200,8,Florida,Tampa Bay,Wide Receiver,Offense,5-8 Yrs
85,Evan Spencer,WR,23,74,208,1,Ohio State,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
83,Vincent Jackson,WR,33,77,230,12,Northern Colorado,Tampa Bay,Wide Receiver,Offense,9-12 Yrs
13,Mike Evans,WR,22,77,231,3,Texas A&M,Tampa Bay,Wide Receiver,Offense,1-4 Yrs
69,Andy Gallik,C,24,74,306,2,Boston College,Tennessee,Offensive Line,Offense,1-4 Yrs
60,Ben Jones,C,27,75,308,5,Georgia,Tennessee,Offensive Line,Offense,5-8 Yrs
62,Brian Schwenke,C,25,75,318,4,California,Tennessee,Offensive Line,Offense,1-4 Yrs
48,Beau Brinkley,C,26,76,248,5,Missouri,Tennessee,Offensive Line,Offense,5-8 Yrs
30,Jason McCourty,CB,28,72,193,8,Rutgers,Tennessee,Defensive Back,Defense,5-8 Yrs
46,Curtis Riley,CB,24,72,189,2,Fresno State,Tennessee,Defensive Back,Defense,1-4 Yrs
,Bennett Okotcha,CB,23,72,195,0,Texas San Antonio,Tennessee,Defensive Back,Defense,Rookie
36,LeShaun Sims,CB,22,72,203,0,Southern Utah,Tennessee,Defensive Back,Defense,Rookie
,Brice McCain,CB,29,69,190,8,Utah,Tennessee,Defensive Back,Defense,5-8 Yrs
,Antwon Blake,CB,25,69,198,5,UTEP,Tennessee,Defensive Back,Defense,5-8 Yrs
37,Cody Riggs,CB,24,69,187,2,Notre Dame,Tennessee,Defensive Back,Defense,1-4 Yrs
38,B.W. Webb,CB,26,71,190,4,William & Mary,Tennessee,Defensive Back,Defense,1-4 Yrs
25,Blidi Wreh-Wilson,CB,26,73,198,4,Connecticut,Tennessee,Defensive Back,Defense,1-4 Yrs
29,Perrish Cox,DB,29,72,190,6,Oklahoma State,Tennessee,Defensive Back,Defense,5-8 Yrs
11,Kalan Reed,DB,22,71,195,0,Southern Mississippi,Tennessee,Defensive Back,Defense,Rookie
99,Jurrell Casey,DE,26,73,305,6,USC,Tennessee,Front Seven,Defense,5-8 Yrs
97,Karl Klug,DE,28,75,278,6,Iowa,Tennessee,Front Seven,Defense,5-8 Yrs
90,DaQuan Jones,DE,24,76,322,3,Penn State,Tennessee,Front Seven,Defense,1-4 Yrs
98,Kevin Dodd,DE,24,77,275,0,Clemson,Tennessee,Front Seven,Defense,Rookie
,Mehdi Abdesmad,DE,24,78,282,0,Boston College,Tennessee,Front Seven,Defense,Rookie
92,Ropati Pitoitua,DE,31,80,298,7,Washington State,Tennessee,Front Seven,Defense,5-8 Yrs
,Michael Smith,DL,23,76,285,0,Southern Mississippi,Tennessee,Front Seven,Defense,Rookie
96,Al Woods,DT,29,76,307,7,LSU,Tennessee,Front Seven,Defense,5-8 Yrs
95,Angelo Blackson,DT,23,76,318,2,Auburn,Tennessee,Front Seven,Defense,1-4 Yrs
99,Austin Johnson,DT,22,76,323,0,Penn State,Tennessee,Front Seven,Defense,Rookie
,Terrell Lathan,DT,22,77,280,0,TCU,Tennessee,Front Seven,Defense,Rookie
,Sam Bergen,FB,24,72,236,0,Rutgers,Tennessee,Tailback,Offense,Rookie
45,Jalston Fowler,FB,25,71,254,2,Alabama,Tennessee,Tailback,Offense,1-4 Yrs
73,Sebastian Tretola,G,24,76,317,0,Arkansas,Tennessee,Offensive Line,Offense,Rookie
66,Josue Matias,G,23,77,309,1,Florida State,Tennessee,Offensive Line,Offense,1-4 Yrs
59,Wesley Woodyard,LB,30,72,233,9,Kentucky,Tennessee,Front Seven,Defense,9-12 Yrs
,Sean Spence,LB,26,71,231,5,Miami,Tennessee,Front Seven,Defense,5-8 Yrs
54,Avery Williamson,LB,24,73,246,3,Kentucky,Tennessee,Front Seven,Defense,1-4 Yrs
41,J.R. Tavai,LB,22,73,249,1,USC,Tennessee,Front Seven,Defense,1-4 Yrs
50,Nate Palmer,LB,26,74,248,4,Illinois State,Tennessee,Front Seven,Defense,1-4 Yrs
,Curtis Grant,LB,23,74,240,1,Ohio State,Tennessee,Front Seven,Defense,1-4 Yrs
91,Derrick Morgan,LB,27,75,261,7,Georgia Tech,Tennessee,Front Seven,Defense,5-8 Yrs
51,Aaron Wallace,LB,23,75,240,0,UCLA,Tennessee,Front Seven,Defense,Rookie
98,Brian Orakpo,LB,29,76,257,8,Texas,Tennessee,Front Seven,Defense,5-8 Yrs
57,Justin Staples,LB,26,76,245,3,Illinois,Tennessee,Front Seven,Defense,1-4 Yrs
51,David Bass,LB,25,76,256,4,Missouri Western,Tennessee,Front Seven,Defense,1-4 Yrs
53,Deiontrez Mount,LB,23,77,249,2,Louisville,Tennessee,Front Seven,Defense,1-4 Yrs
,Antwaun Woods,NT,23,72,323,0,USC,Tennessee,Front Seven,Defense,Rookie
70,Chance Warmack,OG,24,74,323,4,Alabama,Tennessee,Offensive Line,Offense,1-4 Yrs
60,Quinton Spain,OG,24,76,330,2,West Virginia,Tennessee,Offensive Line,Offense,1-4 Yrs
,Sam Carlson,OT,23,76,280,0,Colorado State,Tennessee,Offensive Line,Offense,Rookie
76,Byron Bell,OT,27,77,340,6,New Mexico,Tennessee,Offensive Line,Offense,5-8 Yrs
,Tyler Marz,OT,23,77,322,0,Wisconsin,Tennessee,Offensive Line,Offense,Rookie
72,Jeremiah Poutasi,OT,21,77,335,2,Utah,Tennessee,Offensive Line,Offense,1-4 Yrs
,Nick Ritcher,OT,23,78,304,0,Richmond,Tennessee,Offensive Line,Offense,Rookie
74,Jack Conklin,OT,21,78,325,0,Michigan State,Tennessee,Offensive Line,Offense,Rookie
77,Taylor Lewan,OT,25,79,309,3,Michigan,Tennessee,Offensive Line,Offense,1-4 Yrs
75,William Poehls,OT,24,80,334,1,Montana,Tennessee,Offensive Line,Offense,1-4 Yrs
6,Brett Kern,P,30,74,214,9,Toledo,Tennessee,Special Teams,Special Teams,9-12 Yrs
4,Ryan Succop,PK,29,74,218,8,South Carolina,Tennessee,Special Teams,Special Teams,5-8 Yrs
,Aldrick Rosas,PK,21,74,195,0,Southern Oregon,Tennessee,Special Teams,Special Teams,Rookie
16,Matt Cassel,QB,34,76,228,12,USC,Tennessee,QB,Offense,9-12 Yrs
11,Alex Tanney,QB,28,76,220,2,Monmouth (IL),Tennessee,QB,Offense,1-4 Yrs
8,Marcus Mariota,QB,22,76,222,2,Oregon,Tennessee,QB,Offense,1-4 Yrs
,DeMarco Murray,RB,28,72,217,6,Oklahoma,Tennessee,Tailback,Offense,5-8 Yrs
22,Dexter McCluster,RB,27,68,170,7,Ole Miss,Tennessee,Tailback,Offense,5-8 Yrs
26,Antonio Andrews,RB,23,70,225,3,Western Kentucky,Tennessee,Tailback,Offense,1-4 Yrs
20,Bishop Sankey,RB,23,70,209,3,Washington,Tennessee,Tailback,Offense,1-4 Yrs
34,David Fluellen,RB,24,71,224,1,Toledo,Tennessee,Tailback,Offense,1-4 Yrs
23,David Cobb,RB,23,71,229,2,Minnesota,Tennessee,Tailback,Offense,1-4 Yrs
2,Derrick Henry,RB,22,75,242,0,Alabama,Tennessee,Tailback,Offense,Rookie
31,Josh Aubrey,S,25,70,207,3,Stephen F Austin,Tennessee,Defensive Back,Defense,1-4 Yrs
,Rashad Johnson,S,30,71,204,8,Alabama,Tennessee,Defensive Back,Defense,5-8 Yrs
21,Da'Norris Searcy,S,27,71,207,6,North Carolina,Tennessee,Defensive Back,Defense,5-8 Yrs
20,Kevin Byard,S,22,71,216,0,Middle Tennessee,Tennessee,Defensive Back,Defense,Rookie
28,Marqueston Huff,SS,24,71,196,3,Wyoming,Tennessee,Defensive Back,Defense,1-4 Yrs
39,Daimion Stafford,SS,25,73,218,4,Nebraska,Tennessee,Defensive Back,Defense,1-4 Yrs
82,Delanie Walker,TE,31,72,248,11,Central Missouri State,Tennessee,Tight End,Offense,9-12 Yrs
88,Craig Stevens,TE,31,75,263,9,California,Tennessee,Tight End,Offense,9-12 Yrs
,Jerome Cunningham,TE,25,75,250,2,Southern Connecticut State,Tennessee,Tight End,Offense,1-4 Yrs
80,Anthony Fasano,TE,32,76,255,11,Notre Dame,Tennessee,Tight End,Offense,9-12 Yrs
,Alex Ellis,TE,23,76,240,0,Tennessee,Tennessee,Tight End,Offense,Rookie
89,Phillip Supernaw,TE,26,77,248,3,Ouachita Baptist,Tennessee,Tight End,Offense,1-4 Yrs
83,Harry Douglas,WR,31,72,183,9,Louisville,Tennessee,Wide Receiver,Offense,9-12 Yrs
,Rishard Matthews,WR,26,72,217,5,Nevada,Tennessee,Wide Receiver,Offense,5-8 Yrs
16,Tre McBride,WR,23,72,210,2,William & Mary,Tennessee,Wide Receiver,Offense,1-4 Yrs
13,Kendall Wright,WR,26,70,191,5,Baylor,Tennessee,Wide Receiver,Offense,5-8 Yrs
1,Tajae Sharpe,WR,21,74,189,0,Massachusetts,Tennessee,Wide Receiver,Offense,Rookie
,Reece Horn,WR,,75,215,0,Indianapolis,Tennessee,Wide Receiver,Offense,Rookie
,Ben Roberts,WR,,76,215,0,Montana,Tennessee,Wide Receiver,Offense,Rookie
15,Justin Hunter,WR,25,76,203,4,Tennessee,Tennessee,Wide Receiver,Offense,1-4 Yrs
86,Andrew Turzilli,WR,24,76,195,2,Rutgers,Tennessee,Wide Receiver,Offense,1-4 Yrs
17,Dorial Green-Beckham,WR,23,77,237,2,Oklahoma,Tennessee,Wide Receiver,Offense,1-4 Yrs
57,Nick Sundberg,C,28,72,264,7,California,Washington,Offensive Line,Offense,5-8 Yrs
78,Kory Lichtensteiger,C,31,74,296,8,Bowling Green,Washington,Offensive Line,Offense,5-8 Yrs
