Jersey,Name,Position,Age,Height,Weight,Years,College,Team,PositionGrp,Side,Playtime
24,Stephon Gilmore,CB,25,73,190,5,South Carolina,Buffalo,Defensive Back,Defense,5-8 Yrs
55,Jerry Hughes,DE,27,74,254,7,TCU,Buffalo,Front Seven,Defense,5-8 Yrs
69,Jerel Worthy,DE,26,74,308,3,Michigan State,Buffalo,Front Seven,Defense,1-4 Yrs
90,Shaq Lawson,DE,22,75,270,0,Clemson,Buffalo,Front Seven,Defense,Rookie
,Leger Douzable,DE,30,76,284,9,UCF,Buffalo,Front Seven,Defense,9-12 Yrs
93,Lavar Edwards,DE,26,76,275,4,LSU,Buffalo,Front Seven,Defense,1-4 Yrs
54,Max Valles,DE,21,76,250,1,Virginia,Buffalo,Front Seven,Defense,1-4 Yrs
91,Manny Lawson,DE,32,77,240,11,NC State,Buffalo,Front Seven,Defense,9-12 Yrs
56,Cedric Reed,DE,23,77,269,1,Texas,Buffalo,Front Seven,Defense,1-4 Yrs
95,Bryson Albright,DL,22,77,225,0,Miami (OH),Buffalo,Front Seven,Defense,Rookie
95,Kyle Williams,DT,33,73,303,11,LSU,Buffalo,Front Seven,Defense,9-12 Yrs
99,Marcell Dareus,DT,26,75,331,6,Alabama,Buffalo,Front Seven,Defense,5-8 Yrs
92,Adolphus Washington,DT,23,75,297,0,Ohio State,Buffalo,Front Seven,Defense,Rookie
,Justin Zimmer,DT,23,75,292,0,Ferris State,Buffalo,Front Seven,Defense,Rookie
97,Corbin Bryant,DT,28,76,300,4,Northwestern,Buffalo,Front Seven,Defense,1-4 Yrs
90,T.J. Barnes,DT,26,79,364,3,Georgia Tech,Buffalo,Front Seven,Defense,1-4 Yrs
42,Jerome Felton,FB,30,72,248,9,Furman,Buffalo,Tailback,Offense,9-12 Yrs
48,Glenn Gronkowski,FB,23,74,238,0,Kansas State,Buffalo,Tailback,Offense,Rookie
76,John Miller,G,22,74,303,2,Louisville,Buffalo,Offensive Line,Offense,1-4 Yrs
64,Richie Incognito,G,33,75,319,10,Nebraska,Buffalo,Offensive Line,Offense,9-12 Yrs
61,Fernando Velasco,G,31,76,310,7,Georgia,Buffalo,Offensive Line,Offense,5-8 Yrs
72,Ryan Groy,G,25,77,320,3,Wisconsin,Buffalo,Offensive Line,Offense,1-4 Yrs
68,Cyril Richardson,G,25,77,343,2,Baylor,Buffalo,Offensive Line,Offense,1-4 Yrs
,Jamison Lalk,G,23,78,304,0,Iowa State,Buffalo,Offensive Line,Offense,Rookie
,Eric Striker,LB,22,61,227,0,Oklahoma,Buffalo,Front Seven,Defense,Rookie
,Lorenzo Alexander,LB,33,73,245,10,California,Buffalo,Front Seven,Defense,9-12 Yrs
,Zach Brown,LB,26,73,248,5,North Carolina,Buffalo,Front Seven,Defense,5-8 Yrs
51,Kevin Reddick,LB,26,73,240,2,North Carolina,Buffalo,Front Seven,Defense,1-4 Yrs
75,IK Enemkpali,LB,25,73,261,3,Louisiana Tech,Buffalo,Front Seven,Defense,1-4 Yrs
52,Preston Brown,LB,23,73,251,3,Louisville,Buffalo,Front Seven,Defense,1-4 Yrs
19,Reggie Ragland,LB,22,73,247,0,Alabama,Buffalo,Front Seven,Defense,Rookie
,Jamari Lattimore,LB,27,74,229,6,Middle Tennessee,Buffalo,Front Seven,Defense,5-8 Yrs
58,Randell Johnson,LB,25,76,245,3,Florida Atlantic,Buffalo,Front Seven,Defense,1-4 Yrs
65,Garrison Sanborn,LS,30,73,240,8,Florida State,Buffalo,Special Teams,Special Teams,5-8 Yrs
,Reid Ferguson,LS,22,74,244,0,LSU,Buffalo,Special Teams,Special Teams,Rookie
79,Jordan Mills,OL,25,77,316,4,Louisiana Tech,Buffalo,Offensive Line,Offense,1-4 Yrs
74,Justin Renfrow,OL,26,78,310,1,Miami,Buffalo,Offensive Line,Offense,1-4 Yrs
,Marquis Lucas,OT,23,75,319,0,West Virginia,Buffalo,Offensive Line,Offense,Rookie
,Chris Martin,OT,26,77,305,1,UCF,Buffalo,Offensive Line,Offense,1-4 Yrs
77,Cordy Glenn,OT,26,78,345,5,Georgia,Buffalo,Offensive Line,Offense,5-8 Yrs
66,Seantrel Henderson,OT,24,79,331,3,Miami,Buffalo,Offensive Line,Offense,1-4 Yrs
71,Cyrus Kouandjio,OT,23,79,322,3,Alabama,Buffalo,Offensive Line,Offense,1-4 Yrs
6,Colton Schmidt,P,25,71,224,3,UC Davis,Buffalo,Special Teams,Special Teams,1-4 Yrs
4,Jordan Gay,PK,26,73,200,3,Centre,Buffalo,Special Teams,Special Teams,1-4 Yrs
2,Dan Carpenter,PK,30,74,228,9,Montana,Buffalo,Special Teams,Special Teams,9-12 Yrs
,Marshall Morgan,PK,22,75,201,0,Georgia,Buffalo,Special Teams,Special Teams,Rookie
5,Tyrod Taylor,QB,26,73,215,6,Virginia Tech,Buffalo,QB,Offense,5-8 Yrs
3,EJ Manuel,QB,26,76,237,4,Florida State,Buffalo,QB,Offense,1-4 Yrs
12,Cardale Jones,QB,23,77,250,0,Ohio State,Buffalo,QB,Offense,Rookie
38,Daniel Herron,RB,27,70,212,4,Ohio State,Buffalo,Tailback,Offense,1-4 Yrs
32,Jonathan Williams,RB,22,70,219,0,Arkansas,Buffalo,Tailback,Offense,Rookie
25,LeSean McCoy,RB,28,71,208,8,Pittsburgh,Buffalo,Tailback,Offense,5-8 Yrs
35,Mike Gillislee,RB,25,71,219,3,Florida,Buffalo,Tailback,Offense,1-4 Yrs
29,Karlos Williams,RB,23,73,230,2,Florida State,Buffalo,Tailback,Offense,1-4 Yrs
32,James Wilder Jr.,RB,24,75,232,1,Florida State,Buffalo,Tailback,Offense,1-4 Yrs
20,Corey Graham,S,30,72,196,10,New Hampshire,Buffalo,Defensive Back,Defense,9-12 Yrs
36,Jonathan Meeks,S,26,72,209,4,Clemson,Buffalo,Defensive Back,Defense,1-4 Yrs
23,Aaron Williams,S,26,72,199,5,Texas,Buffalo,Defensive Back,Defense,5-8 Yrs
,Colt Anderson,S,30,70,195,7,Montana,Buffalo,Defensive Back,Defense,5-8 Yrs
27,Duke Williams,S,25,71,201,4,Nevada,Buffalo,Defensive Back,Defense,1-4 Yrs
36,Robert Blanton,S,26,73,200,5,Notre Dame,Buffalo,Defensive Back,Defense,5-8 Yrs
31,Jonathan Dowling,S,24,75,190,2,Western Kentucky,Buffalo,Defensive Back,Defense,1-4 Yrs
85,Charles Clay,TE,27,75,255,6,Tulsa,Buffalo,Tight End,Offense,5-8 Yrs
89,Chris Gragg,TE,26,75,244,4,Arkansas,Buffalo,Tight End,Offense,1-4 Yrs
84,Nick O'Leary,TE,23,75,252,1,Florida State,Buffalo,Tight End,Offense,1-4 Yrs
86,Blake Annen,TE,25,76,247,1,Cincinnati,Buffalo,Tight End,Offense,1-4 Yrs
,Jim Dray,TE,29,77,255,7,Stanford,Buffalo,Tight End,Offense,5-8 Yrs
10,Robert Woods,WR,24,72,190,4,USC,Buffalo,Wide Receiver,Offense,1-4 Yrs
88,Marquise Goodwin,WR,25,69,179,4,Texas,Buffalo,Wide Receiver,Offense,1-4 Yrs
16,Walter Powell,WR,24,71,189,2,Murray State,Buffalo,Wide Receiver,Offense,1-4 Yrs
14,Sammy Watkins,WR,23,73,211,3,Clemson,Buffalo,Wide Receiver,Offense,1-4 Yrs
7,Kolby Listenbee,WR,22,73,183,0,TCU,Buffalo,Wide Receiver,Offense,Rookie
81,Marcus Easley,WR,28,74,217,6,Connecticut,Buffalo,Wide Receiver,Offense,5-8 Yrs
80,Leonard Hankerson,WR,27,74,211,6,Miami,Buffalo,Wide Receiver,Offense,5-8 Yrs
11,Greg Little,WR,27,74,220,6,North Carolina,Buffalo,Wide Receiver,Offense,5-8 Yrs
17,Greg Salas,WR,27,74,210,5,Hawaii,Buffalo,Wide Receiver,Offense,5-8 Yrs
17,Jarrett Boykin,WR,26,74,218,3,Virginia Tech,Buffalo,Wide Receiver,Offense,1-4 Yrs
,Davonte Allen,WR,23,74,201,0,Marshall,Buffalo,Wide Receiver,Offense,Rookie
,Gary Chambers,WR,23,76,215,0,Arizona State,Buffalo,Wide Receiver,Offense,Rookie
13,Dezmin Lewis,WR,23,76,214,1,Central Arkansas,Buffalo,Wide Receiver,Offense,1-4 Yrs
67,Ryan Kalil,C,31,74,300,10,USC,Carolina,Offensive Line,Offense,9-12 Yrs
66,Gino Gradkowski,C,27,75,300,5,Delaware,Carolina,Offensive Line,Offense,5-8 Yrs
69,Tyler Larsen,C,25,76,315,0,Utah,Carolina,Offensive Line,Offense,Rookie
25,Bene Benwikere,CB,24,72,195,3,San Jose State,Carolina,Defensive Back,Defense,1-4 Yrs
27,Robert McClain,CB,28,69,195,6,Connecticut,Carolina,Defensive Back,Defense,5-8 Yrs
15,Zack Sanchez,CB,21,71,185,0,Oklahoma,Carolina,Defensive Back,Defense,Rookie
30,Travell Dixon,CB,25,73,195,0,Washington,Carolina,Defensive Back,Defense,Rookie
22,Lou Young,CB,24,73,205,1,Georgia Tech,Carolina,Defensive Back,Defense,1-4 Yrs
21,James Bradberry,CB,22,73,211,0,Samford,Carolina,Defensive Back,Defense,Rookie
7,Daryl Worley,CB,21,73,204,0,West Virginia,Carolina,Defensive Back,Defense,Rookie
42,Colin Jones,DB,28,72,205,6,TCU,Carolina,Defensive Back,Defense,5-8 Yrs
20,Kurt Coleman,DB,28,71,200,7,Ohio State,Carolina,Defensive Back,Defense,5-8 Yrs
21,Teddy Williams,DB,28,73,210,5,Texas San Antonio,Carolina,Defensive Back,Defense,5-8 Yrs
95,Charles Johnson,DE,30,74,282,10,Georgia,Carolina,Front Seven,Defense,9-12 Yrs
97,Mario Addison,DE,28,75,260,6,Troy,Carolina,Front Seven,Defense,5-8 Yrs
77,Rakim Cox,DE,25,76,260,1,Villanova,Carolina,Front Seven,Defense,1-4 Yrs
91,Ryan Delaire,DE,24,76,254,2,Towson,Carolina,Front Seven,Defense,1-4 Yrs
94,Kony Ealy,DE,24,76,275,3,Missouri,Carolina,Front Seven,Defense,1-4 Yrs
96,Wes Horton,DE,26,77,270,4,USC,Carolina,Front Seven,Defense,1-4 Yrs
75,Larry Webster,DE,26,78,262,2,Bloomsburg,Carolina,Front Seven,Defense,1-4 Yrs
71,Arthur Miley,DE,23,78,265,2,Southern,Carolina,Front Seven,Defense,1-4 Yrs
65,Chas Alecxih,DL,27,76,295,1,Pittsburgh,Carolina,Front Seven,Defense,1-4 Yrs
93,Kyle Love,DT,29,73,315,5,Mississippi State,Carolina,Front Seven,Defense,5-8 Yrs
98,Star Lotulelei,DT,26,74,320,4,Utah,Carolina,Front Seven,Defense,1-4 Yrs
72,Eric Crume,DT,22,74,297,1,Syracuse,Carolina,Front Seven,Defense,1-4 Yrs
99,Kawann Short,DT,27,75,315,4,Purdue,Carolina,Front Seven,Defense,1-4 Yrs
,Robert Thomas,DT,25,75,325,1,Arkansas,Carolina,Front Seven,Defense,1-4 Yrs
9,Vernon Butler,DT,22,75,325,0,Louisiana Tech,Carolina,Front Seven,Defense,Rookie
96,Paul Soliai,DT,32,76,345,10,Utah,Carolina,Front Seven,Defense,9-12 Yrs
35,Mike Tolbert,FB,30,69,250,9,Coastal Carolina,Carolina,Tailback,Offense,9-12 Yrs
33,Tre Boston,FS,24,73,210,3,North Carolina,Carolina,Defensive Back,Defense,1-4 Yrs
29,Dean Marlowe,FS,23,73,205,2,James Madison,Carolina,Defensive Back,Defense,1-4 Yrs
62,Reese Dismukes,G,23,75,296,1,Auburn,Carolina,Offensive Line,Offense,1-4 Yrs
,Jared Barber,LB,23,72,234,0,West Virginia,Carolina,Front Seven,Defense,Rookie
54,Shaq Thompson,LB,22,72,230,2,Washington,Carolina,Front Seven,Defense,1-4 Yrs
58,Thomas Davis,LB,33,73,235,12,Georgia,Carolina,Front Seven,Defense,9-12 Yrs
56,A.J. Klein,LB,24,73,240,4,Iowa State,Carolina,Front Seven,Defense,1-4 Yrs
50,Brian Blechen,LB,24,74,225,1,Utah,Carolina,Front Seven,Defense,1-4 Yrs
55,David Mayo,LB,22,74,240,2,Texas State,Carolina,Front Seven,Defense,1-4 Yrs
59,Luke Kuechly,LB,25,75,238,5,Boston College,Carolina,Front Seven,Defense,5-8 Yrs
53,Ben Jacobs,LB,28,76,240,4,Fresno State,Carolina,Front Seven,Defense,1-4 Yrs
44,J.J. Jansen,LS,30,74,240,9,Notre Dame,Carolina,Special Teams,Special Teams,9-12 Yrs
70,Trai Turner,OG,23,75,320,3,LSU,Carolina,Offensive Line,Offense,1-4 Yrs
79,Chris Scott,OG,28,76,340,5,Tennessee,Carolina,Offensive Line,Offense,5-8 Yrs
68,Andrew Norwell,OG,24,78,325,3,Ohio State,Carolina,Offensive Line,Offense,1-4 Yrs
64,Matthew Masifilo,OL,26,75,280,4,Stanford,Carolina,Offensive Line,Offense,1-4 Yrs
73,Michael Oher,OT,30,76,315,8,Ole Miss,Carolina,Offensive Line,Offense,5-8 Yrs
78,Donald Hawkins,OT,24,76,305,2,Texas,Carolina,Offensive Line,Offense,1-4 Yrs
,Jordan Rigsbee,OT,23,76,311,0,California,Carolina,Offensive Line,Offense,Rookie
74,Mike Remmers,OT,27,77,305,4,Oregon State,Carolina,Offensive Line,Offense,1-4 Yrs
60,Daryl Williams,OT,23,77,335,2,Oklahoma,Carolina,Offensive Line,Offense,1-4 Yrs
63,David Foucault,OT,27,80,320,2,null,Carolina,Offensive Line,Offense,1-4 Yrs
,Mike Scifres,P,35,74,215,14,Western Illinois,Carolina,Special Teams,Special Teams,13+ Yrs
,Swayze Waters,PK,29,71,178,1,UAB,Carolina,Special Teams,Special Teams,1-4 Yrs
9,Graham Gano,PK,29,74,205,7,Florida State,Carolina,Special Teams,Special Teams,5-8 Yrs
14,Joe Webb,QB,29,76,235,7,UAB,Carolina,QB,Offense,5-8 Yrs
1,Cam Newton,QB,27,77,245,6,Auburn,Carolina,QB,Offense,5-8 Yrs
3,Derek Anderson,QB,33,78,230,12,Oregon State,Carolina,QB,Offense,9-12 Yrs
47,Devon Johnson,RB,22,72,243,0,Marshall,Carolina,Tailback,Offense,Rookie
,Jalen Simmons,RB,24,68,205,0,South Carolina State,Carolina,Tailback,Offense,Rookie
28,Jonathan Stewart,RB,29,70,235,9,Oregon,Carolina,Tailback,Offense,9-12 Yrs
43,Fozzy Whittaker,RB,27,70,205,4,Texas,Carolina,Tailback,Offense,1-4 Yrs
34,Cameron Artis-Payne,RB,26,70,220,2,Auburn,Carolina,Tailback,Offense,1-4 Yrs
32,Brandon Wegher,RB,25,70,215,2,Morningside,Carolina,Tailback,Offense,1-4 Yrs
,Trenton Robinson,S,26,69,195,5,Michigan State,Carolina,Defensive Back,Defense,5-8 Yrs
36,Marcus Ball,S,29,73,209,2,Memphis,Carolina,Defensive Back,Defense,1-4 Yrs
41,Roman Harper,SS,33,73,205,11,Alabama,Carolina,Defensive Back,Defense,9-12 Yrs
84,Ed Dickson,TE,28,76,255,7,Oregon,Carolina,Tight End,Offense,5-8 Yrs
85,Beau Sandland,TE,23,76,253,0,Montana State,Carolina,Tight End,Offense,Rookie
88,Greg Olsen,TE,31,77,253,10,Miami,Carolina,Tight End,Offense,9-12 Yrs
,Braxton Deaver,TE,24,77,240,0,Duke,Carolina,Tight End,Offense,Rookie
80,Scott Simonson,TE,24,77,250,2,Assumption,Carolina,Tight End,Offense,1-4 Yrs
18,Damiere Byrd,WR,23,69,175,1,South Carolina,Carolina,Wide Receiver,Offense,1-4 Yrs
,Miles Shuler,WR,22,70,174,0,Northwestern,Carolina,Wide Receiver,Offense,Rookie
19,Ted Ginn Jr.,WR,31,71,185,10,Ohio State,Carolina,Wide Receiver,Offense,9-12 Yrs
10,Corey Brown,WR,24,71,185,3,Ohio State,Carolina,Wide Receiver,Offense,1-4 Yrs
81,Kevin Norwood,WR,26,74,200,3,Alabama,Carolina,Wide Receiver,Offense,1-4 Yrs
83,Cobi Hamilton,WR,25,74,197,1,Arkansas,Carolina,Wide Receiver,Offense,1-4 Yrs
11,Brenton Bersin,WR,26,75,210,3,Wofford,Carolina,Wide Receiver,Offense,1-4 Yrs
1,Keyarris Garrett,WR,23,75,212,0,Tulsa,Carolina,Wide Receiver,Offense,Rookie
87,Stephen Hill,WR,25,76,215,4,Georgia Tech,Carolina,Wide Receiver,Offense,1-4 Yrs
17,Devin Funchess,WR,22,76,225,2,Michigan,Carolina,Wide Receiver,Offense,1-4 Yrs
13,Kelvin Benjamin,WR,25,77,245,3,Florida State,Carolina,Wide Receiver,Offense,1-4 Yrs
62,Ted Larsen,C,29,74,305,7,NC State,Chicago,Offensive Line,Offense,5-8 Yrs
55,Hroniss Grasu,C,24,75,300,2,Oregon,Chicago,Offensive Line,Offense,1-4 Yrs
60,Cornelius Edison,C,23,75,307,1,Portland State,Chicago,Offensive Line,Offense,1-4 Yrs
39,Jacoby Glenn,CB,22,72,179,2,UCF,Chicago,Defensive Back,Defense,1-4 Yrs
37,Bryce Callahan,CB,24,69,183,2,Rice,Chicago,Defensive Back,Defense,1-4 Yrs
,Kevin Peterson,CB,22,70,181,0,Oklahoma State,Chicago,Defensive Back,Defense,Rookie
21,Tracy Porter,CB,29,71,190,9,Indiana,Chicago,Defensive Back,Defense,9-12 Yrs
23,Kyle Fuller,CB,24,71,190,3,Virginia Tech,Chicago,Defensive Back,Defense,1-4 Yrs
27,Sherrick McManis,CB,28,73,197,7,Northwestern,Chicago,Defensive Back,Defense,5-8 Yrs
20,De'Vante Bausby,CB,23,73,177,1,Pittsburg State,Chicago,Defensive Back,Defense,1-4 Yrs
,Taveze Calhoun,DB,23,72,192,0,Mississippi State,Chicago,Defensive Back,Defense,Rookie
90,Jonathan Bullard,DE,22,74,283,0,Florida,Chicago,Front Seven,Defense,Rookie
90,Greg Scruggs,DE,25,75,310,4,Louisville,Chicago,Front Seven,Defense,1-4 Yrs
79,Terry Williams,DL,24,72,329,1,East Carolina,Chicago,Front Seven,Defense,1-4 Yrs
95,Ego Ferguson,DL,24,74,300,3,LSU,Chicago,Front Seven,Defense,1-4 Yrs
91,Eddie Goldman,DL,22,75,332,2,Florida State,Chicago,Front Seven,Defense,1-4 Yrs
98,Mitch Unrein,DL,29,76,306,6,Wyoming,Chicago,Front Seven,Defense,5-8 Yrs
67,Keith Browner,DL,28,76,288,1,California,Chicago,Front Seven,Defense,1-4 Yrs
,Marquis Jackson,DL,26,76,280,0,Portland State,Chicago,Front Seven,Defense,Rookie
94,Cornelius Washington,DL,26,76,285,4,Georgia,Chicago,Front Seven,Defense,1-4 Yrs
43,Roy Robertson-Harris,DL,22,79,255,0,UTEP,Chicago,Front Seven,Defense,Rookie
93,Will Sutton,DT,24,72,303,3,Arizona State,Chicago,Front Seven,Defense,1-4 Yrs
96,Akiem Hicks,DT,26,77,324,5,University of Regina,Chicago,Front Seven,Defense,5-8 Yrs
55,Cody Whitehair,G,24,75,300,0,Kansas State,Chicago,Offensive Line,Offense,Rookie
62,Vladimir Ducasse,G,28,77,325,7,Massachusetts,Chicago,Offensive Line,Offense,5-8 Yrs
50,Jerrell Freeman,LB,30,72,240,5,Mary Hardin-Baylor,Chicago,Front Seven,Defense,5-8 Yrs
53,John Timu,LB,23,72,247,2,Washington,Chicago,Front Seven,Defense,1-4 Yrs
59,Danny Trevathan,LB,26,73,240,5,Kentucky,Chicago,Front Seven,Defense,5-8 Yrs
57,Lamin Barrow,LB,25,73,237,3,LSU,Chicago,Front Seven,Defense,1-4 Yrs
58,Jonathan Anderson,LB,24,73,231,2,TCU,Chicago,Front Seven,Defense,1-4 Yrs
59,Jarrett Grace,LB,23,74,254,0,Notre Dame,Chicago,Front Seven,Defense,Rookie
35,Nick Kwiatkoski,LB,23,74,243,0,West Virginia,Chicago,Front Seven,Defense,Rookie
99,Lamarr Houston,LB,29,75,270,7,Texas,Chicago,Front Seven,Defense,5-8 Yrs
49,Sam Acho,LB,27,75,257,6,Texas,Chicago,Front Seven,Defense,5-8 Yrs
92,Pernell McPhee,LB,27,75,275,6,Mississippi State,Chicago,Front Seven,Defense,5-8 Yrs
52,Christian Jones,LB,25,75,248,3,Florida State,Chicago,Front Seven,Defense,1-4 Yrs
97,Willie Young,LB,30,76,251,7,NC State,Chicago,Front Seven,Defense,5-8 Yrs
84,Leonard Floyd,LB,23,78,244,0,Georgia,Chicago,Front Seven,Defense,Rookie
48,Patrick Scales,LS,28,76,244,1,Utah State,Chicago,Special Teams,Special Teams,1-4 Yrs
46,Aaron Brewer,LS,26,77,230,5,San Diego State,Chicago,Special Teams,Special Teams,5-8 Yrs
,Donovan Williams,OL,22,75,315,0,Louisiana Lafayette,Chicago,Offensive Line,Offense,Rookie
,Amini Silatolu,OL,27,76,320,5,Midwestern State,Chicago,Offensive Line,Offense,5-8 Yrs
,John Kling,OL,23,79,313,0,Buffalo,Chicago,Offensive Line,Offense,Rookie
72,Charles Leno,OT,24,75,302,3,Boise State,Chicago,Offensive Line,Offense,1-4 Yrs
,Nate Chandler,OT,27,76,315,5,UCLA,Chicago,Offensive Line,Offense,5-8 Yrs
78,Jason Weaver,OT,27,77,305,2,Southern Mississippi,Chicago,Offensive Line,Offense,1-4 Yrs
64,Adrian Bellard,OT,21,77,344,0,Texas State,Chicago,Offensive Line,Offense,Rookie
75,Kyle Long,OT,27,78,328,4,Oregon,Chicago,Offensive Line,Offense,1-4 Yrs
71,Nick Becton,OT,26,78,323,4,Virginia Tech,Chicago,Offensive Line,Offense,1-4 Yrs
70,Bobby Massie,OT,26,78,316,5,Ole Miss,Chicago,Offensive Line,Offense,5-8 Yrs
64,Martin Wallace,OT,26,78,330,2,Temple,Chicago,Offensive Line,Offense,1-4 Yrs
,Ben LeCompte,P,23,70,196,0,North Dakota State,Chicago,Special Teams,Special Teams,Rookie
16,Pat O'Donnell,P,25,76,220,3,Miami,Chicago,Special Teams,Special Teams,1-4 Yrs
9,Robbie Gould,PK,34,72,185,12,Penn State,Chicago,Special Teams,Special Teams,9-12 Yrs
12,David Fales,QB,25,73,219,2,San Jose State,Chicago,QB,Offense,1-4 Yrs
,Brian Hoyer,QB,30,74,215,8,Michigan State,Chicago,QB,Offense,5-8 Yrs
6,Jay Cutler,QB,33,75,220,11,Vanderbilt,Chicago,QB,Offense,9-12 Yrs
33,Jeremy Langford,RB,24,72,208,2,Michigan State,Chicago,Tailback,Offense,1-4 Yrs
32,Senorise Perry,RB,24,72,187,3,Louisville,Chicago,Tailback,Offense,1-4 Yrs
35,Jacquizz Rodgers,RB,26,66,199,6,Oregon State,Chicago,Tailback,Offense,5-8 Yrs
25,Ka'Deem Carey,RB,23,70,210,3,Arizona,Chicago,Tailback,Offense,1-4 Yrs
47,Paul Lasike,RB,26,71,232,1,BYU,Chicago,Tailback,Offense,1-4 Yrs
8,Jordan Howard,RB,21,73,230,0,Indiana,Chicago,Tailback,Offense,Rookie
38,Adrian Amos,S,23,72,218,2,Penn State,Chicago,Defensive Back,Defense,1-4 Yrs
2,Deon Bush,S,22,72,199,0,Miami,Chicago,Defensive Back,Defense,Rookie
30,Demontre Hurst,S,25,70,183,3,Oklahoma,Chicago,Defensive Back,Defense,1-4 Yrs
29,Harold Jones-Quartey,S,22,71,215,2,Findlay,Chicago,Defensive Back,Defense,1-4 Yrs
31,Chris Prosinski,S,29,73,208,6,Wyoming,Chicago,Defensive Back,Defense,5-8 Yrs
36,DeAndre Houston-Carson,S,23,73,201,0,William & Mary,Chicago,Defensive Back,Defense,Rookie
1,Deiondre' Hall,S,22,74,199,0,Northern Iowa,Chicago,Defensive Back,Defense,Rookie
,Tony Moeaki,TE,29,75,252,7,Iowa,Chicago,Tight End,Offense,5-8 Yrs
82,Khari Lee,TE,24,76,235,2,Bowie State Bulldogs,Chicago,Tight End,Offense,1-4 Yrs
,Ben Braunecker,TE,22,76,240,0,Harvard,Chicago,Tight End,Offense,Rookie
86,Zach Miller,TE,31,77,240,7,Nebraska-Omaha,Chicago,Tight End,Offense,5-8 Yrs
88,Rob Housler,TE,28,77,250,6,Florida Atlantic,Chicago,Tight End,Offense,5-8 Yrs
84,Gannon Sinclair,TE,23,78,256,1,Missouri State,Chicago,Tight End,Offense,1-4 Yrs
11,Joshua Bellamy,WR,27,72,208,2,Louisville,Chicago,Wide Receiver,Offense,1-4 Yrs
14,Deonte Thompson,WR,27,72,203,5,Florida,Chicago,Wide Receiver,Offense,5-8 Yrs
19,Eddie Royal,WR,30,70,185,9,Virginia Tech,Chicago,Wide Receiver,Offense,9-12 Yrs
8,Daniel Braverman,WR,22,70,177,0,Western Michigan,Chicago,Wide Receiver,Offense,Rookie
,Derek Keaton,WR,22,70,180,0,Georgia Southern,Chicago,Wide Receiver,Offense,Rookie
,Kieren Duncan,WR,22,71,170,0,Colorado State-Pueblo,Chicago,Wide Receiver,Offense,Rookie
80,Marc Mariani,WR,29,73,187,7,Montana,Chicago,Wide Receiver,Offense,5-8 Yrs
13,Darrin Peterson,WR,22,74,190,0,Liberty,Chicago,Wide Receiver,Offense,Rookie
17,Alshon Jeffery,WR,26,75,216,5,South Carolina,Chicago,Wide Receiver,Offense,5-8 Yrs
13,Kevin White,WR,24,75,215,2,West Virginia,Chicago,Wide Receiver,Offense,1-4 Yrs
81,Cameron Meredith,WR,23,75,207,2,Illinois State,Chicago,Wide Receiver,Offense,1-4 Yrs
10,Marquess Wilson,WR,23,76,199,4,Washington State,Chicago,Wide Receiver,Offense,1-4 Yrs
61,Russell Bodine,C,24,75,308,3,North Carolina,Cincinnati,Offensive Line,Offense,1-4 Yrs
60,T.J. Johnson,C,26,76,300,3,South Carolina,Cincinnati,Offensive Line,Offense,1-4 Yrs
46,Clark Harris,C,32,77,250,8,Rutgers,Cincinnati,Offensive Line,Offense,5-8 Yrs
3,William Jackson III,CB,23,72,189,0,Houston,Cincinnati,Defensive Back,Defense,Rookie
24,Adam Jones,CB,32,70,180,10,West Virginia,Cincinnati,Defensive Back,Defense,9-12 Yrs
37,Chris Lewis-Harris,CB,27,70,186,4,Chattanooga,Cincinnati,Defensive Back,Defense,1-4 Yrs
23,Chykie Brown,CB,29,71,190,4,Texas,Cincinnati,Defensive Back,Defense,1-4 Yrs
21,Darqueze Dennard,CB,24,71,197,3,Michigan State,Cincinnati,Defensive Back,Defense,1-4 Yrs
,Darius Hillary,CB,23,71,187,0,Wisconsin,Cincinnati,Defensive Back,Defense,Rookie
26,Josh Shaw,CB,24,73,201,2,USC,Cincinnati,Defensive Back,Defense,1-4 Yrs
27,Dre Kirkpatrick,CB,26,74,190,5,Alabama,Cincinnati,Defensive Back,Defense,5-8 Yrs
96,Carlos Dunlap,DE,27,78,280,7,Florida,Cincinnati,Front Seven,Defense,5-8 Yrs
93,Will Clarke,DE,25,78,291,3,West Virginia,Cincinnati,Front Seven,Defense,1-4 Yrs
,Ryan Brown,DE,22,78,266,0,Mississippi State,Cincinnati,Front Seven,Defense,Rookie
90,Michael Johnson,DE,29,79,280,8,Georgia Tech,Cincinnati,Front Seven,Defense,5-8 Yrs
99,Margus Hunt,DE,29,80,290,4,SMU,Cincinnati,Front Seven,Defense,1-4 Yrs
97,Geno Atkins,DT,28,73,300,7,Georgia,Cincinnati,Front Seven,Defense,5-8 Yrs
55,David Dean,DT,23,73,290,0,Virginia,Cincinnati,Front Seven,Defense,Rookie
69,DeShawn Williams,DT,23,73,295,1,Clemson,Cincinnati,Front Seven,Defense,1-4 Yrs
92,Pat Sims,DT,30,74,340,9,Auburn,Cincinnati,Front Seven,Defense,9-12 Yrs
98,Brandon Thompson,DT,26,74,305,5,Clemson,Cincinnati,Front Seven,Defense,5-8 Yrs
75,Andrew Billings,DT,21,74,310,0,Baylor,Cincinnati,Front Seven,Defense,Rookie
94,Domata Peko,DT,31,75,325,11,Michigan State,Cincinnati,Front Seven,Defense,9-12 Yrs
